@relation adult-data-training-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute salary {>50K,<=50K}

@data
0.424658,Private,0.066051,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.44898,United-States,>50K
0.150685,Private,0.274992,11th,0.4,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,0.602041,United-States,>50K
0.589041,Private,0.087137,Some-college,0.6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,0.5,United-States,>50K
0.356164,Private,0.118513,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,>50K
0.369863,Private,0.171324,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.39726,Local-gov,0.087711,Masters,0.866667,Divorced,Prof-specialty,Not-in-family,White,Female,0.086141,0,0.55102,United-States,>50K
0.246575,Private,0.014016,Masters,0.866667,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.44898,United-States,>50K
0.493151,Private,0.088522,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,>50K
0.369863,Private,0.091333,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.072981,0,0.479592,United-States,>50K
0.287671,Private,0.108317,Assoc-acdm,0.733333,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0.436639,0.397959,United-States,>50K
0.356164,Private,0.067423,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.436639,0.397959,United-States,>50K
0.547945,Local-gov,0.023322,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.452055,Private,0.107128,Masters,0.866667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.436639,0.44898,United-States,>50K
0.260274,Private,0.118842,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.55102,United-States,>50K
0.136986,Private,0.199085,Some-college,0.6,Married-civ-spouse,Sales,Wife,White,Female,0,0,0.418367,United-States,>50K
0.342466,Self-emp-not-inc,0.07406,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.424658,Private,0.111885,HS-grad,0.533333,Divorced,Exec-managerial,Not-in-family,White,Female,0,0.518365,0.397959,United-States,>50K
0.465753,Local-gov,0.113051,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.436639,0.397959,United-States,>50K
0.589041,Self-emp-inc,0.053512,11th,0.4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,>50K
0.39726,Self-emp-not-inc,0.093524,Masters,0.866667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.5,United-States,>50K
0.342466,Private,0.258316,Some-college,0.6,Divorced,Sales,Not-in-family,White,Male,0,0,0.5,United-States,>50K
0.438356,Private,0.083168,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,>50K
0.219178,Private,0.078691,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.479592,United-States,>50K
0.342466,Private,0.028046,Bachelors,0.8,Never-married,Sales,Not-in-family,White,Male,0.105201,0,0.5,United-States,>50K
0.328767,Private,0.248957,Some-college,0.6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,>50K
0.780822,Private,0.080539,HS-grad,0.533333,Widowed,Adm-clerical,Not-in-family,White,Female,0.158312,0,0.397959,United-States,>50K
0.39726,Private,0.284014,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.03103,0,0.602041,United-States,>50K
0.232877,Private,0.200752,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0.397959,?,>50K
0.328767,Self-emp-not-inc,0.090335,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.30137,Local-gov,0.229655,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.453857,0.193878,United-States,>50K
0.260274,Self-emp-not-inc,0.095413,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,>50K
0.30137,Private,0.118842,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.479592,United-States,>50K
0.30137,Self-emp-inc,0.075588,Assoc-acdm,0.733333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.55102,United-States,>50K
0.534247,Private,0.116151,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.506849,Private,0.111214,Some-college,0.6,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.397959,United-States,>50K
0.273973,Private,0.177267,Assoc-voc,0.666667,Divorced,Prof-specialty,Not-in-family,White,Female,0.086141,0,0.44898,United-States,>50K
0.547945,Private,0.212229,Bachelors,0.8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,Poland,>50K
0.287671,Private,0.06779,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0.072981,0,0.5,United-States,>50K
0.561644,Private,0.101001,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.44898,United-States,>50K
0.164384,Local-gov,0.256631,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.340909,0.397959,United-States,>50K
0.164384,Private,0.157916,Masters,0.866667,Married-civ-spouse,Sales,Husband,White,Male,0.072981,0,0.397959,United-States,>50K
0.315068,Self-emp-not-inc,0.075979,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,>50K
0.520548,Private,0.122046,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.44898,United-States,>50K
0.342466,Private,0.074563,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.534247,Private,0.054572,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,0.5,United-States,>50K
0.356164,Private,0.120384,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.410959,Private,0.04319,Some-college,0.6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.571429,United-States,>50K
0.205479,Self-emp-inc,0.077098,Bachelors,0.8,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,0.5,Iran,>50K
0.246575,Private,0.00717,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.30137,Private,0.069902,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0.44898,United-States,>50K
0.178082,Private,0.068385,Bachelors,0.8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.602041,United-States,>50K
0.438356,Private,0.165302,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,>50K
0.383562,Self-emp-not-inc,0.101934,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,0.44898,China,>50K
0.315068,Private,0.267948,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,0.397959,United-States,>50K
0.342466,Private,0.167915,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.04386,0,0.479592,United-States,>50K
0.438356,Private,0.183244,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,United-States,>50K
0.342466,Private,0.112491,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.072981,0,0.346939,United-States,>50K
0.232877,Self-emp-not-inc,0.010265,HS-grad,0.533333,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0.602041,United-States,>50K
0.479452,Private,0.099318,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.397959,United-States,>50K
0.287671,Local-gov,0.145296,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.328767,Private,0.072446,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.03103,0,0.397959,United-States,>50K
0.369863,Private,0.136123,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,>50K
0.424658,Private,0.125551,Assoc-acdm,0.733333,Married-civ-spouse,Sales,Husband,White,Male,0,0.436639,0.397959,United-States,>50K
0.342466,Self-emp-inc,0.123071,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.453857,0.602041,?,>50K
0.794521,Private,0.129225,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.346939,United-States,>50K
0.589041,Self-emp-not-inc,0.251934,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.418367,United-States,>50K
0.739726,?,0.014937,Bachelors,0.8,Married-civ-spouse,?,Husband,White,Male,0.093861,0,0.295918,United-States,>50K
0.60274,Self-emp-not-inc,0.048999,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.39726,Private,0.028589,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.657534,?,0.070574,Bachelors,0.8,Married-civ-spouse,?,Husband,White,Male,0.055561,0,0.479592,United-States,>50K
0.39726,State-gov,0.163093,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.369863,Private,0.176149,Masters,0.866667,Married-civ-spouse,Craft-repair,Husband,White,Male,0.150242,0,0.44898,United-States,>50K
0.342466,Private,0.128027,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0.436639,0.55102,India,>50K
0.30137,Private,0.203152,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0.03103,0,0.5,United-States,>50K
0.328767,Private,0.113919,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,>50K
0.424658,Self-emp-inc,0.028038,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.150242,0,0.397959,United-States,>50K
0.39726,Private,0.012252,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.03103,0,0.520408,United-States,>50K
0.328767,Private,0.049138,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.436639,0.602041,United-States,>50K
0.219178,Private,0.124351,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.602041,United-States,>50K
0.452055,Private,0.268343,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.357143,United-States,>50K
0.534247,Private,0.131986,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0.424242,0.5,United-States,>50K
1,?,0.208243,HS-grad,0.533333,Married-civ-spouse,?,Husband,White,Male,0,0,0.397959,United-States,>50K
0.424658,Self-emp-inc,0.093953,Bachelors,0.8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.704082,United-States,>50K
0.39726,Private,0.048066,Assoc-acdm,0.733333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.205479,Private,0.129348,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.109589,Private,0.265571,Some-college,0.6,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,0.561224,United-States,>50K
0.630137,Private,0.043763,Bachelors,0.8,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Philippines,>50K
0.219178,Private,0.035729,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.30137,Private,0.155337,Prof-school,0.933333,Married-civ-spouse,Sales,Husband,White,Male,0,0.554408,1,United-States,>50K
0.328767,Private,0.069216,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.072981,0,0.5,United-States,>50K
0.410959,Self-emp-not-inc,0.153903,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.383562,Private,0.061414,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.602041,United-States,>50K
0.575342,Private,0.236024,Prof-school,0.933333,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.150242,0,0.5,United-States,>50K
0.273973,Private,0.004252,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.150242,0,0.44898,United-States,>50K
0.506849,Private,0.218842,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.438776,United-States,>50K
0.260274,Private,0.139854,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.397959,United-States,>50K
0.684932,Self-emp-not-inc,0.07604,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0.064181,0,0.581633,United-States,>50K
0.438356,Private,0.189973,Masters,0.866667,Divorced,Sales,Not-in-family,White,Male,0.04787,0,0.44898,United-States,>50K
0.315068,Private,0.092082,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.712329,Self-emp-not-inc,0.030828,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.200512,0,0.44898,United-States,>50K
0.123288,Private,0.152607,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.452055,Private,0.15541,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,>50K
0.164384,Private,0.184908,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.164384,Self-emp-not-inc,0.26087,HS-grad,0.533333,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.5,United-States,>50K
0.246575,Private,0.017465,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.493151,Private,0.087331,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.328767,Private,0.005849,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Japan,>50K
0.191781,Private,0.059988,Bachelors,0.8,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,1,0,0.704082,United-States,>50K
0.191781,Self-emp-not-inc,0.113692,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.383562,Private,0.107396,12th,0.466667,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.03103,0,0.397959,United-States,>50K
0.150685,Private,0.264387,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,United-States,>50K
0.438356,Self-emp-inc,0.021435,Assoc-acdm,0.733333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.424658,Self-emp-not-inc,0.064829,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,0.5,United-States,>50K
0.260274,Self-emp-not-inc,0.004553,HS-grad,0.533333,Married-civ-spouse,Sales,Wife,White,Female,0.076881,0,0.397959,United-States,>50K
0.30137,Private,0.123495,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0.150242,0,0.5,United-States,>50K
0.164384,Private,0.070206,Bachelors,0.8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,United-States,>50K
0.369863,State-gov,0.059112,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,0.377551,United-States,>50K
0.205479,Private,0.167622,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.602041,United-States,>50K
0.232877,Private,0.200752,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0.397959,?,>50K
0.273973,Private,0.013138,Bachelors,0.8,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0.397959,United-States,>50K
0.246575,Private,0.158309,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.479452,Self-emp-not-inc,0.222315,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.602041,United-States,>50K
0.219178,State-gov,0.07455,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.602041,United-States,>50K
0.342466,Self-emp-not-inc,0.038542,Assoc-voc,0.666667,Married-civ-spouse,Transport-moving,Husband,White,Male,0.04386,0,0.806122,United-States,>50K
0.726027,Self-emp-inc,0.134684,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.545684,0.5,United-States,>50K
0.287671,Private,0.124887,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.44898,United-States,>50K
0.383562,Private,0.181955,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.234694,United-States,>50K
0.369863,Federal-gov,0.209723,Prof-school,0.933333,Divorced,Prof-specialty,Unmarried,White,Male,0,0,0.397959,United-States,>50K
0.287671,Private,0.105223,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.602041,United-States,>50K
0.273973,Self-emp-not-inc,0.085844,Doctorate,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.587466,0.602041,United-States,>50K
0.452055,Private,0.11936,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.55102,United-States,>50K
0.39726,Self-emp-not-inc,0.143628,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.581633,United-States,>50K
0.60274,Private,0.059664,Masters,0.866667,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,0.397959,United-States,>50K
0.315068,Private,0.098638,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.602041,United-States,>50K
0.60274,Federal-gov,0.144398,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.093861,0,0.397959,United-States,>50K
0.69863,Private,0.137007,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.549128,0.397959,United-States,>50K
0.424658,Private,0.120511,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.520548,Private,0.10923,HS-grad,0.533333,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0.602041,United-States,>50K
0.191781,Private,0.16501,Some-college,0.6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0.340909,0.55102,?,>50K
0.671233,Private,0.072123,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.534247,Private,0.05974,10th,0.333333,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,0.295918,Japan,>50K
0.164384,Self-emp-not-inc,0.071055,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.653061,United-States,>50K
0.178082,Private,0.112815,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0.072981,0,0.153061,United-States,>50K
0.260274,Self-emp-inc,0.158366,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.806122,United-States,>50K
0.30137,Private,0.070419,Assoc-acdm,0.733333,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,France,>50K
0.136986,Private,0.122605,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.072981,0,0.55102,United-States,>50K
0.452055,Private,0.112394,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.260274,Self-emp-inc,0.119491,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.602041,United-States,>50K
0.575342,Private,0.112315,Some-college,0.6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.132653,Cuba,>50K
0.356164,Federal-gov,0.18953,Masters,0.866667,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.346939,United-States,>50K
0.383562,Private,0.141423,Some-college,0.6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.397959,Germany,>50K
0.219178,Private,0.072952,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0.316327,United-States,>50K
0.506849,Private,0.163389,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0.076881,0,0.5,United-States,>50K
0.30137,Private,0.094538,Masters,0.866667,Divorced,Exec-managerial,Unmarried,Black,Female,0.150202,0,0.602041,United-States,>50K
0.575342,Self-emp-not-inc,0.088223,Assoc-voc,0.666667,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.346939,United-States,>50K
0.547945,Federal-gov,0.019789,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.150242,0,0.397959,United-States,>50K
0.205479,Private,0.095226,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.397959,United-States,>50K
0.452055,Private,0.092851,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.150242,0,0.44898,United-States,>50K
0.178082,Local-gov,0.206805,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,>50K
0.356164,State-gov,0.010184,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.367347,United-States,>50K
0.342466,Private,0.086874,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Taiwan,>50K
0.342466,Self-emp-not-inc,0.177547,Masters,0.866667,Married-civ-spouse,Sales,Husband,White,Male,1,0,0.806122,United-States,>50K
0.575342,Private,0.112979,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.369863,Self-emp-inc,0.063207,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.581633,United-States,>50K
0.534247,Private,0.108417,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0.397959,United-States,>50K
0.260274,Self-emp-not-inc,0.273751,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.602041,United-States,>50K
0.30137,Private,0.074789,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,Black,Male,0.04787,0,0.397959,United-States,>50K
0.452055,Private,0.085654,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,>50K
0.232877,Private,0.147418,HS-grad,0.533333,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.397959,United-States,>50K
0.30137,Local-gov,0.189546,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,>50K
0.342466,Private,0.229459,HS-grad,0.533333,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0.397959,United-States,>50K
0.60274,Self-emp-inc,0.08393,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,Germany,>50K
0.150685,State-gov,0.299691,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.5,United-States,>50K
0.561644,Self-emp-not-inc,0.163056,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0.150242,0,0.397959,United-States,>50K
0.30137,Private,0.213901,12th,0.466667,Married-civ-spouse,Transport-moving,Husband,White,Male,0.150242,0,0.704082,United-States,>50K
0.260274,Private,0.116263,Assoc-voc,0.666667,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.03103,0,0.397959,United-States,>50K
0.506849,Private,0.050683,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0.436639,0.397959,United-States,>50K
0.027397,Private,0.214915,7th-8th,0.2,Never-married,Other-service,Not-in-family,White,Male,0,0,0.602041,United-States,>50K
0.191781,Private,0.078965,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.397959,United-States,>50K
0.356164,Private,0.111506,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.273973,State-gov,0.232503,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.357143,United-States,>50K
0.30137,Private,0.069902,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0.44898,United-States,>50K
0.69863,Private,0.086667,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.55102,United-States,>50K
0.315068,Self-emp-not-inc,0.187933,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0.453857,0.602041,United-States,>50K
0.369863,Private,0.123499,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,>50K
0.109589,Private,0.075195,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,>50K
0.232877,Self-emp-not-inc,0.117187,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.55102,United-States,>50K
0.30137,Local-gov,0.052536,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.383562,Private,0.132715,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.602041,United-States,>50K
