@relation training_tutorial1+

@attribute future_score numeric
@attribute current_score numeric
@attribute food numeric
@attribute capsules numeric
@attribute ghost0_dist numeric
@attribute ghost0_dire {NULL,West,East,North,South}
@attribute ghost1_dist numeric
@attribute ghost1_dire {NULL,West,East,North,South}
@attribute ghost2_dist numeric
@attribute ghost2_dire {NULL,West,East,North,South}
@attribute ghost3_dist numeric
@attribute ghost3_dire {NULL,West,East,North,South}
@attribute prev_action {Stop,West,East,North,South}

@data
1001,1002,42,2,13,West,6,West,3,West,6,East,West
1000,1001,42,2,14,West,7,West,4,West,5,East,East
999,1000,42,2,13,West,6,West,3,West,6,East,West
998,999,42,2,14,West,7,West,4,West,5,East,East
997,998,42,2,13,West,6,West,3,West,6,East,West
996,997,42,2,14,West,7,West,4,West,5,East,East
995,996,42,2,13,West,6,West,3,West,6,East,West
994,995,42,2,14,West,7,West,4,North,7,East,South
993,994,42,2,13,West,6,West,3,West,6,East,North
992,993,42,2,12,West,5,West,2,West,5,East,North
991,992,42,2,13,West,6,West,3,West,4,East,East
990,991,42,2,12,West,5,West,2,West,5,East,West
989,990,42,2,13,West,6,West,3,West,6,East,South
988,989,42,2,12,West,5,West,2,West,5,East,North
987,988,42,2,13,West,6,West,3,West,6,East,South
986,987,42,2,12,West,5,West,2,West,5,East,North
985,986,42,2,13,West,6,West,3,West,6,East,South
984,985,42,2,14,West,7,West,4,North,7,East,South
983,984,42,2,13,West,6,West,3,West,6,East,North
982,983,42,2,14,West,7,West,4,West,5,East,East
981,982,42,2,13,West,6,West,3,West,6,East,West
980,981,42,2,12,West,5,West,2,West,5,East,North
979,980,42,2,13,West,6,West,3,West,4,East,East
978,979,42,2,12,West,5,West,2,West,5,East,West
977,978,42,2,13,West,6,West,3,West,6,East,South
976,977,42,2,14,West,7,West,4,West,5,East,East
975,976,42,2,13,West,6,West,3,West,6,East,West
974,975,42,2,14,West,7,West,4,North,7,East,South
973,974,42,2,13,West,6,West,3,West,6,East,North
972,973,42,2,14,West,7,West,4,West,5,East,East
971,972,42,2,13,West,6,West,3,West,6,East,West
970,971,42,2,14,West,7,West,4,North,7,East,South
969,970,42,2,13,West,6,West,3,West,6,East,North
968,969,42,2,14,West,7,West,4,North,7,East,South
967,968,42,2,13,West,6,West,3,West,6,East,North
966,967,42,2,12,West,5,West,2,West,5,East,North
965,966,42,2,13,West,6,West,3,West,6,East,South
964,965,42,2,14,West,7,West,4,West,5,East,East
963,964,42,2,13,West,6,West,3,West,6,East,West
962,963,42,2,14,West,7,West,4,North,7,East,South
961,962,42,2,13,West,6,West,3,West,6,East,North
960,961,42,2,12,West,5,West,2,West,5,East,North
959,960,42,2,13,West,6,West,3,West,6,East,South
958,959,42,2,14,West,7,West,4,West,5,East,East
957,958,42,2,13,West,6,West,3,West,6,East,West
956,957,42,2,14,West,7,West,4,West,5,East,East
955,956,42,2,13,West,6,West,3,West,6,East,West
954,955,42,2,14,West,7,West,4,West,5,East,East
953,954,42,2,13,West,6,West,3,West,6,East,West
952,953,42,2,14,West,7,West,4,West,5,East,East
951,952,42,2,13,West,6,West,3,West,6,East,West
950,951,42,2,14,West,7,West,4,West,5,East,East
949,950,42,2,13,West,6,West,3,West,6,East,West
948,949,42,2,12,West,5,West,2,West,5,East,North
947,948,42,2,13,West,6,West,3,West,6,East,South
946,947,42,2,14,West,7,West,4,West,5,East,East
945,946,42,2,13,West,6,West,3,West,6,East,West
944,945,42,2,14,West,7,West,4,West,5,East,East
943,944,42,2,13,West,6,West,3,West,6,East,West
942,943,42,2,14,West,7,West,4,North,7,East,South
941,942,42,2,13,West,6,West,3,West,6,East,North
940,941,42,2,14,West,7,West,4,North,7,East,South
939,940,42,2,13,West,6,West,3,West,6,East,North
938,939,42,2,12,West,5,West,2,West,5,East,North
937,938,42,2,13,West,6,West,3,West,4,East,East
936,937,42,2,12,West,5,West,2,West,5,East,West
935,936,42,2,13,West,6,West,3,West,6,East,South
934,935,42,2,14,West,7,West,4,North,7,East,South
933,934,42,2,13,West,6,West,3,West,6,East,North
932,933,42,2,14,West,7,West,4,North,7,East,South
931,932,42,2,13,West,6,West,3,West,6,East,North
930,931,42,2,14,West,7,West,4,West,5,East,East
929,930,42,2,13,West,6,West,3,West,6,East,West
928,929,42,2,12,West,5,West,2,West,5,East,North
927,928,42,2,13,West,6,West,3,West,4,East,East
926,927,42,2,12,West,5,West,2,West,5,East,West
925,926,42,2,13,West,6,West,3,West,4,East,East
924,925,42,2,12,West,5,West,2,West,5,East,West
923,924,42,2,13,West,6,West,3,West,6,East,South
922,923,42,2,12,West,5,West,2,West,5,East,North
921,922,42,2,13,West,6,West,3,West,6,East,South
920,921,42,2,14,West,7,West,4,West,5,East,East
919,920,42,2,13,West,6,West,3,West,6,East,West
918,919,42,2,14,West,7,West,4,North,7,East,South
917,918,42,2,13,West,6,West,3,West,6,East,North
916,917,42,2,14,West,7,West,4,West,5,East,East
915,916,42,2,13,West,6,West,3,West,6,East,West
914,915,42,2,12,West,5,West,2,West,5,East,North
913,914,42,2,13,West,6,West,3,West,4,East,East
912,913,42,2,12,West,5,West,2,West,5,East,West
911,912,42,2,13,West,6,West,3,West,4,East,East
910,911,42,2,12,West,5,West,2,West,5,East,West
909,910,42,2,13,West,6,West,3,West,4,East,East
908,909,42,2,12,West,5,West,2,West,5,East,West
907,908,42,2,13,West,6,West,3,West,6,East,South
906,907,42,2,14,West,7,West,4,West,5,East,East
0,0,0,0,7,East,7,East,13,East,15,East,Stop
-1,0,0,0,6,East,6,East,12,East,14,East,East
-2,-1,0,0,5,East,5,East,11,East,13,East,East
-3,-2,0,0,4,South,4,East,10,East,12,East,East
-4,-3,0,0,3,South,3,East,9,East,11,East,East
-5,-4,0,0,4,South,4,East,10,East,12,East,West
-6,-5,0,0,5,East,5,East,11,East,13,East,West
-7,-6,0,0,4,South,4,East,10,East,12,East,East
-8,-7,0,0,5,East,5,East,11,East,13,East,West
-9,-8,0,0,4,South,4,East,10,East,12,East,East
-10,-9,0,0,5,East,5,East,11,East,13,East,West
-11,-10,0,0,4,South,4,East,10,East,12,East,East
-12,-11,0,0,3,South,3,East,9,East,11,East,East
-13,-12,0,0,2,South,2,East,8,East,10,East,East
-14,-13,0,0,3,South,3,East,9,East,11,East,West
-15,-14,0,0,4,South,4,East,10,East,12,East,West
-16,-15,0,0,5,East,5,East,11,East,13,East,West
-17,-16,0,0,4,South,4,East,10,East,12,East,East
-18,-17,0,0,3,South,3,East,9,East,11,East,East
-19,-18,0,0,2,South,2,East,8,East,10,East,East
-20,-19,0,0,3,South,1,East,7,East,9,East,East
179,-20,0,0,4,South,-1,NULL,6,South,8,East,East
178,179,0,0,3,South,-1,NULL,7,East,9,East,West
177,178,0,0,2,South,-1,NULL,6,East,10,East,South
176,177,0,0,1,West,-1,NULL,5,East,11,East,South
375,176,0,0,-1,NULL,-1,NULL,6,East,12,East,West
374,375,0,0,-1,NULL,-1,NULL,5,East,11,East,East
373,374,0,0,-1,NULL,-1,NULL,4,East,10,East,East
372,373,0,0,-1,NULL,-1,NULL,3,East,9,East,East
371,372,0,0,-1,NULL,-1,NULL,2,South,8,East,East
370,371,0,0,-1,NULL,-1,NULL,1,East,9,East,South
569,370,0,0,-1,NULL,-1,NULL,-1,NULL,8,East,East
568,569,0,0,-1,NULL,-1,NULL,-1,NULL,7,East,East
567,568,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
566,567,0,0,-1,NULL,-1,NULL,-1,NULL,5,East,North
565,566,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
564,565,0,0,-1,NULL,-1,NULL,-1,NULL,3,East,North
563,564,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
562,563,0,0,-1,NULL,-1,NULL,-1,NULL,3,East,North
561,562,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
560,561,0,0,-1,NULL,-1,NULL,-1,NULL,3,East,North
559,560,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
558,559,0,0,-1,NULL,-1,NULL,-1,NULL,3,East,North
557,558,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
556,557,0,0,-1,NULL,-1,NULL,-1,NULL,3,East,North
555,556,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
554,555,0,0,-1,NULL,-1,NULL,-1,NULL,3,East,North
553,554,0,0,-1,NULL,-1,NULL,-1,NULL,2,East,North
552,553,0,0,-1,NULL,-1,NULL,-1,NULL,1,East,East
0,0,0,0,13,South,25,South,28,East,29,East,Stop
-1,0,0,0,12,South,24,South,27,East,28,East,South
-2,-1,0,0,11,South,23,South,26,East,27,East,South
-3,-2,0,0,10,South,22,South,25,East,26,East,South
-4,-3,0,0,9,South,21,South,24,East,25,East,South
-5,-4,0,0,8,South,20,South,23,East,24,East,South
-6,-5,0,0,7,East,19,East,22,East,25,East,South
-7,-6,0,0,6,South,18,South,21,East,24,East,East
-8,-7,0,0,5,South,17,South,20,East,23,East,East
-9,-8,0,0,4,South,16,South,19,East,22,East,East
-10,-9,0,0,3,South,15,South,18,East,21,East,East
-11,-10,0,0,4,South,14,South,17,East,20,East,East
-12,-11,0,0,5,South,13,South,16,East,19,East,East
-13,-12,0,0,4,South,14,South,17,East,20,East,West
-14,-13,0,0,3,South,15,South,18,East,21,East,West
-15,-14,0,0,4,South,14,South,17,East,20,East,East
-16,-15,0,0,3,South,15,South,18,East,21,East,West
-17,-16,0,0,4,South,14,South,17,East,20,East,East
-18,-17,0,0,3,South,15,South,18,East,21,East,West
-19,-18,0,0,4,South,16,South,19,East,22,East,West
-20,-19,0,0,5,South,17,South,20,East,23,East,West
-21,-20,0,0,4,South,16,South,19,East,22,East,East
-22,-21,0,0,5,South,17,South,20,East,23,East,West
0,0,1,0,11,West,9,West,5,South,3,North,Stop
-1,0,1,0,12,West,8,West,6,South,2,North,North
-2,-1,1,0,13,West,7,West,7,South,1,East,North
197,-2,1,0,14,West,8,West,6,South,-1,NULL,East
196,197,1,0,13,West,9,West,5,South,-1,NULL,South
195,196,1,0,12,West,10,West,4,South,-1,NULL,South
194,195,1,0,11,West,11,West,3,South,-1,NULL,South
193,194,1,0,10,West,12,West,2,South,-1,NULL,South
192,193,1,0,9,West,13,West,1,South,-1,NULL,South
391,192,1,0,8,West,14,West,-1,NULL,-1,NULL,South
390,391,1,0,7,West,13,West,-1,NULL,-1,NULL,West
389,390,1,0,6,West,12,North,-1,NULL,-1,NULL,West
388,389,1,0,5,West,11,North,-1,NULL,-1,NULL,West
387,388,1,0,4,West,10,North,-1,NULL,-1,NULL,West
386,387,1,0,3,West,9,North,-1,NULL,-1,NULL,West
385,386,1,0,2,West,8,North,-1,NULL,-1,NULL,West
384,385,1,0,1,West,7,North,-1,NULL,-1,NULL,West
583,384,1,0,-1,NULL,6,North,-1,NULL,-1,NULL,West
582,583,1,0,-1,NULL,5,North,-1,NULL,-1,NULL,North
581,582,1,0,-1,NULL,4,North,-1,NULL,-1,NULL,North
580,581,1,0,-1,NULL,3,North,-1,NULL,-1,NULL,North
579,580,1,0,-1,NULL,4,North,-1,NULL,-1,NULL,West
578,579,1,0,-1,NULL,3,North,-1,NULL,-1,NULL,East
577,578,1,0,-1,NULL,4,North,-1,NULL,-1,NULL,West
576,577,1,0,-1,NULL,5,North,-1,NULL,-1,NULL,West
575,576,1,0,-1,NULL,6,North,-1,NULL,-1,NULL,South
574,575,1,0,-1,NULL,5,North,-1,NULL,-1,NULL,North
573,574,1,0,-1,NULL,4,North,-1,NULL,-1,NULL,East
572,573,1,0,-1,NULL,5,North,-1,NULL,-1,NULL,South
571,572,1,0,-1,NULL,4,North,-1,NULL,-1,NULL,North
570,571,1,0,-1,NULL,3,North,-1,NULL,-1,NULL,East
569,570,1,0,-1,NULL,4,North,-1,NULL,-1,NULL,East
568,569,1,0,-1,NULL,3,North,-1,NULL,-1,NULL,North
567,568,1,0,-1,NULL,2,North,-1,NULL,-1,NULL,North
566,567,1,0,-1,NULL,1,West,-1,NULL,-1,NULL,North
